country,indicator,year,value,COUNTRY,BOP_ACCOUNTING_ENTRY,INDICATOR,UNIT,FREQUENCY,SCALE,TYPE_OF_TRANSFORMATION,2024,Country,Manual Sovereign Default Label,Year of Default,Default Type
Brazil,"Other taxes on international trade and transactions, Transactions",2010.0,0.0,,,,,,,,,,,,
Brazil,"Other taxes, Transactions",2010.0,0.0047450410134521,,,,,,,,,,,,
Russian Federation,"Recurrent taxes on net wealth, Transactions",2010.0,0.0,,,,,,,,,,,,
Brazil,"Other social contributions: employee contributions, Transactions",2010.0,0.2911303635408188,,,,,,,,,,,,
Brazil,"Taxes on goods and services, Transactions",2010.0,6.714260218842893,,,,,,,,,,,,
Brazil,"Taxes on income, profits, and capital gains, Transactions",2010.0,6.651950177901575,,,,,,,,,,,,
Brazil,"Recurrent taxes on immovable property, Transactions",2010.0,0.0,,,,,,,,,,,,
Brazil,"Other taxes on income, profits, and capital gains, Transactions",2010.0,1.092882732178596,,,,,,,,,,,,
Russian Federation,"Exchange taxes, Transactions",2010.0,0.0026200364668767,,,,,,,,,,,,
Brazil,"Sales taxes, Transactions",2010.0,0.0,,,,,,,,,,,,
Brazil,"Social contributions, Transactions",2010.0,6.194956837833116,,,,,,,,,,,,
Brazil,"Taxes on income, profits, and capital gains, payable by corporations a",2010.0,3.29606351978835,,,,,,,,,,,,
Brazil,"Grants receivable, Other general government, Transactions",2010.0,0.0070170077267581,,,,,,,,,,,,
South Africa,"Motor vehicles taxes, Transactions",2010.0,0.0,,,,,,,,,,,,
Brazil,"Current grants receivable, International Organizations, Transactions",2010.0,0.0005139241086949,,,,,,,,,,,,
Brazil,"Other revenue, Transactions",2010.0,5.456851293488086,,,,,,,,,,,,
Russian Federation,"Current grants receivable, International Organizations, Transactions",2010.0,0.0012092476000969,,,,,,,,,,,,
South Africa,"Other taxes on goods and services, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Other taxes on goods and services, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Taxes on income, profits, and capital gains, payable by individuals, T",2010.0,0.4674820017355321,,,,,,,,,,,,
South Africa,"Capital grants receivable, Other general government, Transactions",2010.0,0.0,,,,,,,,,,,,
Brazil,"Capital grants receivable, Other general government, Transactions",2010.0,0.0021710080113807,,,,,,,,,,,,
Sri Lanka,"Revenue, Transactions",2010.0,12.58265305879964,,,,,,,,,,,,
Brazil,"Taxes on property, Transactions",2010.0,0.0135832598182584,,,,,,,,,,,,
South Africa,"Grants receivable from foreign governments: capital grants, Transactio",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"General taxes on goods and services, Transactions",2010.0,3.318265483918423,,,,,,,,,,,,
Sri Lanka,"Other social contributions, Transactions",2010.0,0.1677308980978984,,,,,,,,,,,,
South Africa,"Grants receivable, Transactions",2010.0,0.0608267824596898,,,,,,,,,,,,
Sri Lanka,"Social contributions, Transactions",2010.0,0.1677308980978984,,,,,,,,,,,,
Sri Lanka,Other taxes on use of goods and on permission to use goods or perform ,2010.0,0.0781006647845208,,,,,,,,,,,,
South Africa,"Turnover and other general taxes on goods and services, Transactions",2010.0,9.17087507482132e-05,,,,,,,,,,,,
South Africa,Other taxes on use of goods and on permission to use goods or perform ,2010.0,0.218593469727351,,,,,,,,,,,,
South Africa,"General taxes on goods and services, Transactions",2010.0,6.27794275375164,,,,,,,,,,,,
South Africa,"Current grants receivable, International Organizations, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Taxes on income, profits, and capital gains, payable by corporations a",2010.0,1.134415951811758,,,,,,,,,,,,
South Africa,"Sales taxes, Transactions",2010.0,0.0,,,,,,,,,,,,
South Africa,"Capital grants receivable, International Organizations, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Taxes on immovable property, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Taxes, Transactions",2010.0,10.93186878863946,,,,,,,,,,,,
South Africa,"Grants receivable from foreign governments: current grants, Transactio",2010.0,0.0608267824596898,,,,,,,,,,,,
Sri Lanka,"Interest (before FISIM allocation), receivable, Transactions",2010.0,0.1209261339973788,,,,,,,,,,,,
Sri Lanka,"Taxes on exports, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Other social contributions: employer contributions, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Taxes on goods and services, Transactions",2010.0,5.360239022016189,,,,,,,,,,,,
South Africa,"Taxes on exports, Transactions",2010.0,0.0023036197846389,,,,,,,,,,,,
South Africa,"Other social contributions: imputed contributions, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Turnover and other general taxes on goods and services, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Interest (before FISIM allocation), receivable, Other general governme",2010.0,,,,,,,,,,,,,
Sri Lanka,"Taxes on income, profits, and capital gains, Transactions",2010.0,2.045690982669265,,,,,,,,,,,,
Sri Lanka,"Other taxes on income, profits, and capital gains, Transactions",2010.0,0.4437930291219755,,,,,,,,,,,,
Sri Lanka,"Recurrent taxes on immovable property, Transactions",2010.0,0.0,,,,,,,,,,,,
South Africa,"Other social contributions: employer contributions, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Other revenue, Transactions",2010.0,1.228010396298939,,,,,,,,,,,,
Sri Lanka,"Grants receivable, International Organizations, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Grants receivable from foreign governments, Transactions",2010.0,0.2550429757633377,,,,,,,,,,,,
Sri Lanka,"Sales taxes, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Interest (before FISIM allocation), receivable, Financial corporations",2010.0,,,,,,,,,,,,,
Sri Lanka,"Current grants receivable, Other general government, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Other social contributions: employee contributions, Transactions",2010.0,0.1677308980978984,,,,,,,,,,,,
Sri Lanka,"Motor vehicles taxes, Transactions",2010.0,0.0050465128942373,,,,,,,,,,,,
Sri Lanka,"Other taxes, Transactions",2010.0,1.553758280770361,,,,,,,,,,,,
Sri Lanka,"Current grants receivable, International Organizations, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Capital grants receivable, International Organizations, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Grants receivable from foreign governments: current grants, Transactio",2010.0,0.0,,,,,,,,,,,,
South Africa,"Exchange taxes, Transactions",2010.0,0.0,,,,,,,,,,,,
South Africa,"Other taxes on international trade and transactions, Transactions",2010.0,0.0088134387528787,,,,,,,,,,,,
South Africa,"Taxes on immovable property, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Grants receivable, Transactions",2010.0,0.2550429757633377,,,,,,,,,,,,
Sri Lanka,"Grants receivable from foreign governments: capital grants, Transactio",2010.0,0.2550429757633377,,,,,,,,,,,,
Sri Lanka,"Taxes on financial and capital transactions, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Other taxes on international trade and transactions, Transactions",2010.0,1.004364170930455,,,,,,,,,,,,
Sri Lanka,"Exchange taxes, Transactions",2010.0,0.0,,,,,,,,,,,,
South Africa,"Tax, property, estate, inheritance, and gift taxes, Transactions",2010.0,0.0277165035582058,,,,,,,,,,,,
India,"Taxes on payroll and workforce, Transactions",2010.0,0.0,,,,,,,,,,,,
Brazil,"Other social contributions, Transactions",2010.0,0.772098341490877,,,,,,,,,,,,
India,"Taxes on exports, Transactions",2010.0,0.0017420986656572,,,,,,,,,,,,
Brazil,"Exchange taxes, Transactions",2010.0,0.0,,,,,,,,,,,,
India,"Recurrent taxes on net wealth, Transactions",2010.0,0.0089986600248609,,,,,,,,,,,,
Sri Lanka,"Capital grants receivable, Other general government, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Taxes on international trade and transactions, Transactions",2010.0,1.972180503183644,,,,,,,,,,,,
India,"Taxes on goods and services, Transactions",2010.0,2.865215267071585,,,,,,,,,,,,
South Africa,"Other social contributions: employee contributions, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Interest (before FISIM allocation), receivable, Nonresidents, Transact",2010.0,,,,,,,,,,,,,
South Africa,"Current grants receivable, Other general government, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Grants receivable, Other general government, Transactions",2010.0,0.0,,,,,,,,,,,,
Russian Federation,"Other taxes on goods and services, Transactions",2010.0,0.0,,,,,,,,,,,,
Russian Federation,"Interest (before FISIM allocation), receivable, Other general governme",2010.0,,,,,,,,,,,,,
South Africa,"Recurrent taxes on immovable property, Transactions",2010.0,0.0,,,,,,,,,,,,
Russian Federation,"Interest (before FISIM allocation), receivable, Nonresidents, Transact",2010.0,,,,,,,,,,,,,
South Africa,"Taxes on financial and capital transactions, Transactions",2010.0,0.270171424786876,,,,,,,,,,,,
Sri Lanka,"Taxes on payroll and workforce, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Tax, property, estate, inheritance, and gift taxes, Transactions",2010.0,0.0,,,,,,,,,,,,
Brazil,"Revenue, Transactions",2010.0,25.90891501972517,,,,,,,,,,,,
India,"Grants receivable, Other general government, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Taxes on property, Transactions",2010.0,0.0,,,,,,,,,,,,
Sri Lanka,"Recurrent taxes on net wealth, Transactions",2010.0,0.0,,,,,,,,,,,,
South Africa,"Recurrent taxes on net wealth, Transactions",2010.0,0.0,,,,,,,,,,,,
Russian Federation,"Taxes on financial and capital transactions, Transactions",2010.0,0.0,,,,,,,,,,,,
Myanmar,"Grants receivable, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Taxes on goods and services, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Other social contributions: employee contributions, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Other taxes on goods and services, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Turnover and other general taxes on goods and services, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Sales taxes, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Motor vehicles taxes, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Exchange taxes, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Other taxes on international trade and transactions, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Other taxes, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Grants receivable, Other general government, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Grants receivable from foreign governments: current grants, Transactio",2010.0,,,,,,,,,,,,,
Myanmar,"Taxes on payroll and workforce, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Taxes on financial and capital transactions, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Other social contributions: employer contributions, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Current grants receivable, International Organizations, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Recurrent taxes on immovable property, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Grants receivable, International Organizations, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Interest (before FISIM allocation), receivable, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Other social contributions, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Social contributions, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Taxes on property, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Taxes on immovable property, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Tax, property, estate, inheritance, and gift taxes, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Taxes on international trade and transactions, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Recurrent taxes on net wealth, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Taxes on exports, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"General taxes on goods and services, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Taxes, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,Other taxes on use of goods and on permission to use goods or perform ,2010.0,,,,,,,,,,,,,
Myanmar,"Taxes on income, profits, and capital gains, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Grants receivable from foreign governments: capital grants, Transactio",2010.0,,,,,,,,,,,,,
Myanmar,"Grants receivable from foreign governments, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Capital grants receivable, International Organizations, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Capital grants receivable, Other general government, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Current grants receivable, Other general government, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Other revenue, Transactions",2010.0,,,,,,,,,,,,,
Myanmar,"Revenue, Transactions",2010.0,,,,,,,,,,,,,
United Kingdom,"Taxes, Transactions",2010.0,2.527339789239148e-05,,,,,,,,,,,,
United Kingdom,"Capital grants receivable, Other general government, Transactions",2010.0,5.532923068123961e-09,,,,,,,,,,,,
United Kingdom,"Other social contributions: employee contributions, Transactions",2010.0,1.8028625727594927e-09,,,,,,,,,,,,
United Kingdom,"Taxes on goods and services, Transactions",2010.0,1.091968993250456e-05,,,,,,,,,,,,
United Kingdom,"Revenue, Transactions",2010.0,3.827483458735895e-05,,,,,,,,,,,,
United Kingdom,"Turnover and other general taxes on goods and services, Transactions",2010.0,0.0,,,,,,,,,,,,
United Kingdom,"Exchange taxes, Transactions",2010.0,0.0,,,,,,,,,,,,
United Kingdom,"Other taxes on international trade and transactions, Transactions",2010.0,0.0,,,,,,,,,,,,
United Kingdom,"Current grants receivable, Other general government, Transactions",2010.0,0.0,,,,,,,,,,,,
United Kingdom,"Taxes on income, profits, and capital gains, Transactions",2010.0,1.240848141155436e-05,,,,,,,,,,,,
United Kingdom,"Taxes on property, Transactions",2010.0,1.678962396638469e-06,,,,,,,,,,,,
United Kingdom,"Recurrent taxes on net wealth, Transactions",2010.0,0.0,,,,,,,,,,,,
United Kingdom,"Other social contributions, Transactions",2010.0,7.39173654831392e-08,,,,,,,,,,,,
United Kingdom,"Other revenue, Transactions",2010.0,6.86784955173998e-06,,,,,,,,,,,,
United Kingdom,"Recurrent taxes on immovable property, Transactions",2010.0,0.0,,,,,,,,,,,,
United Kingdom,"Other taxes on income, profits, and capital gains, Transactions",2010.0,0.0,,,,,,,,,,,,
United Kingdom,"Other social contributions: employer contributions, Transactions",2010.0,0.0,,,,,,,,,,,,
United Kingdom,Other taxes on use of goods and on permission to use goods or perform ,2010.0,3.554747652082337e-07,,,,,,,,,,,,
United Kingdom,"Grants receivable from foreign governments: capital grants, Transactio",2010.0,0.0,,,,,,,,,,,,
United Kingdom,"Grants receivable, International Organizations, Transactions",2010.0,2.3623716470641632e-09,,,,,,,,,,,,
United Kingdom,"Grants receivable from foreign governments, Transactions",2010.0,0.0,,,,,,,,,,,,
United Kingdom,"Taxes on financial and capital transactions, Transactions",2010.0,5.656015064470987e-07,,,,,,,,,,,,
United Kingdom,"Other taxes, Transactions",2010.0,5.408587718278478e-08,,,,,,,,,,,,
United Kingdom,"Capital grants receivable, International Organizations, Transactions",2010.0,0.0,,,,,,,,,,,,
United Kingdom,"General taxes on goods and services, Transactions",2010.0,6.630990710284336e-06,,,,,,,,,,,,
United Kingdom,"Tax, property, estate, inheritance, and gift taxes, Transactions",2010.0,1.64246997145882e-07,,,,,,,,,,,,
United Kingdom,"Taxes on immovable property, Transactions",2010.0,1.514715399492587e-06,,,,,,,,,,,,
United Kingdom,"Grants receivable, Transactions",2010.0,7.895294715188122e-09,,,,,,,,,,,,
United Kingdom,"Taxes on exports, Transactions",2010.0,0.0,,,,,,,,,,,,
United Kingdom,"Social contributions, Transactions",2010.0,6.125691848512296e-06,,,,,,,,,,,,
United Kingdom,"Current grants receivable, International Organizations, Transactions",2010.0,2.3623716470641632e-09,,,,,,,,,,,,
United Kingdom,"Taxes on payroll and workforce, Transactions",2010.0,2.121782745113154e-07,,,,,,,,,,,,
United Kingdom,"Interest (before FISIM allocation), receivable, Other general governme",2010.0,1.81778281474095e-07,,,,,,,,,,,,
United Kingdom,"Taxes on income, profits, and capital gains, payable by corporations a",2010.0,2.923621416266669e-06,,,,,,,,,,,,
United Kingdom,"Other social contributions: imputed contributions, Transactions",2010.0,7.21145029103797e-08,,,,,,,,,,,,
